"unique_site_id","state","watershed","lake","usgs_station_id","site_description","latitude","longitude","collection_date","parameter","parameter_description","result","lab_qualifier","result_unit","detection_limit","detection_limit_code"
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",5.13,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",10.2,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",21.13,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",6.79,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"75.0_UM","75.0 um",3.72,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"31.3_UM","31.3 um",16.05,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"15.6_UM","15.6 um",11.34,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"7.8_UM","7.8 um",6.9,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"3.9_UM","3.9 um",4.14,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"1.95_UM","1.95 um",3.11,NA,"PCT",NA,NA
"NY-HBK","NY","Oswego","Ontario","04240105","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.056111,-76.185,2017-06-06,"0.98_UM","0.98 um",2.76,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"TOTAL_SOLIDS","Total Solids",63.9,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"TOC","Total Organic Carbon",5.09,"*","PCT",0.05,"RDL"
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",2.28,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",3.32,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",2.76,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",6.78,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",37.61,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",24.05,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",1.3,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"75.0_UM","75.0 um",0.13,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"31.3_UM","31.3 um",2.83,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"15.6_UM","15.6 um",1.06,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"7.8_UM","7.8 um",0.58,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"3.9_UM","3.9 um",0.29,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"1.95_UM","1.95 um",0.05,NA,"PCT",NA,NA
"NY-ICB","NY","Irondequiot","Ontario","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,2017-06-06,"0.98_UM","0.98 um",0.19,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"TOTAL_SOLIDS","Total Solids",80.8,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"TOC","Total Organic Carbon",0.281,"*","PCT",0.05,"RDL"
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",17.04,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",23.03,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",21.52,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",20.89,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",10.25,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",3.77,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.56,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"75.0_UM","75.0 um",0.63,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"31.3_UM","31.3 um",0.67,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"15.6_UM","15.6 um",0.51,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"7.8_UM","7.8 um",0.43,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"3.9_UM","3.9 um",0.15,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"1.95_UM","1.95 um",0.16,NA,"PCT",NA,NA
"NY-ICR","NY","Irondequiot","Ontario","04232034","IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY",43.0277778,-77.4780556,2017-06-06,"0.98_UM","0.98 um",0.05,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"TOTAL_SOLIDS","Total Solids",58.1,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"TOC","Total Organic Carbon",6.8,"*","PCT",0.05,"RDL"
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",19.87,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",6.26,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",4.58,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",3.81,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",8.71,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",22.8,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",5.67,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"75.0_UM","75.0 um",3.12,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"31.3_UM","31.3 um",19.09,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"15.6_UM","15.6 um",6.08,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"7.8_UM","7.8 um",2.42,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"3.9_UM","3.9 um",1.27,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"1.95_UM","1.95 um",0.8,NA,"PCT",NA,NA
"IN-IHC","IN","Indiana Harbor Canal","Michigan","04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN",41.649202,-87.468653,2017-06-13,"0.98_UM","0.98 um",0.52,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"TOTAL_SOLIDS","Total Solids",82.6,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"TOC","Total Organic Carbon",0.19,"*","PCT",0.05,"RDL"
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",6.3,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",5.74,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",9.57,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",28.7,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",41.09,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",5.9,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.06,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"75.0_UM","75.0 um",0.2,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"31.3_UM","31.3 um",0.27,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"15.6_UM","15.6 um",-0.39,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"7.8_UM","7.8 um",0.24,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"3.9_UM","3.9 um",-0.04,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"1.95_UM","1.95 um",-0.23,NA,"PCT",NA,NA
"MI-IND","MI","Grand","Michigan","04118990","Indian Mill Creek at Turner Ave at Grand Rapids, MI",42.99474807,-85.6780876,2017-06-26,"0.98_UM","0.98 um",0.15,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"TOTAL_SOLIDS","Total Solids",78.8,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"TOC","Total Organic Carbon",0.236,"*","PCT",0.05,"RDL"
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",0.16,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",0.32,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",9.62,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",65.5,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",15.01,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",4.93,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.88,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"75.0_UM","75.0 um",0.88,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"31.3_UM","31.3 um",0.44,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"15.6_UM","15.6 um",0.49,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"7.8_UM","7.8 um",0.17,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"3.9_UM","3.9 um",0.35,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"1.95_UM","1.95 um",0,NA,"PCT",NA,NA
"MI-KAL","MI","Kalamazoo","Michigan","04108660","Kalamazoo River at New Richmond, MI",42.65086,-86.1067,2017-06-27,"0.98_UM","0.98 um",0.2,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"TOTAL_SOLIDS","Total Solids",68.7,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"TOC","Total Organic Carbon",2.35,"*","PCT",0.05,"RDL"
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",4.64,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",6.94,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",26.8,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",42.97,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",11.86,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",5.39,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.82,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"75.0_UM","75.0 um",0.49,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"31.3_UM","31.3 um",1.2,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"15.6_UM","15.6 um",0.78,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"7.8_UM","7.8 um",0.09,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"3.9_UM","3.9 um",0.11,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"1.95_UM","1.95 um",-0.07,NA,"PCT",NA,NA
"WI-KKL","WI","Milwaukee (KK)","Michigan","040871607","Kinnickinnic River at Lincoln Ave at Milwaukee, WI",43.00578,-87.9138,2017-06-05,"0.98_UM","0.98 um",0.08,NA,"PCT",NA,NA
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"TOTAL_SOLIDS","Total Solids",45.2,NA,"PCT",NA,NA
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"TOC","Total Organic Carbon",4.97,"*","PCT",0.05,"RDL"
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",1.25,NA,"PCT",NA,NA
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",1.99,NA,"PCT",NA,NA
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",3.24,NA,"PCT",NA,NA
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",3.2,NA,"PCT",NA,NA
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",12.02,NA,"PCT",NA,NA
"NY-LEY","NY","Oswego","Ontario","430524076084201","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY",43.0900833,-76.1451389,2017-06-05,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",28.11,NA,"PCT",NA,NA
